,company,rating,location,headquarters,company_size,revenue,glassdoor_awards,other_awards,interview_difficulty
943,Navico,3.5,"['Mexico', 'NH', 'OK']","Calgary, AB (Canada)",1001 to 5000 employees, $50 to $100 million (USD) per year,0,1,2.3
944,Servion Global Solutions,3.5,United States,"New York, NY",1001 to 5000 employees, $2 to $5 billion (USD) per year,0,0,NA
945,Genius Sports Group,3.5,"['NY', 'DC']",Hamilton (Bermuda),5001 to 10000 employees, $2 to $5 billion (USD) per year,0,0,NA
946,Signant Health,3.5,"['VA', 'PA', 'MA', 'PA', 'CA', 'CA']",Nuremberg (Germany),1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.6
947,DataArt,4.7,United States,Berlin (Germany),10000+ employees, $5 to $10 million (USD) per year,0,1,3.1
948,iFixit,4.2,United States,"Munich, Bayern (Germany)",10000+ employees, $2 to $5 billion (USD) per year,0,0,NA
949,SINA,4.0,United States,Lysaker (Norway),1001 to 5000 employees, Unknown / Non-Applicable per year,0,0,2.4
950,Trigyn Technologies,3.9,"['NJ', 'NY']",NA,NA,NA,NA,NA,NA
951,Omniture,3.8,"['UT', 'CA']",NA,NA,NA,NA,NA,3.1
952,Insigma Technology Company,3.8,United States,"Blue Bell, PA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,NA
953,V2soft,3.8,"['MI', 'MI', 'MI', 'MI', 'MI']","New York, NY",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.3
954,NetSol Technologies,3.8,United States,NA,NA,NA,NA,NA,NA
955,Artesyn Embedded Technologies,3.8,United States,"Beijing, Beijing (China)",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,NA
956,BroadSoft,3.7,United States,NA,NA,NA,NA,NA,3
957,Thirdware Solution,3.7,"['MI', 'MI']","Orem, UT",1001 to 5000 employees, $50 to $100 million (USD) per year,0,0,NA
958,NDS,3.7,"3500 Hyland Ave Costa Mesa, California, 92626-1469, United States",NA,NA,NA,NA,NA,3.3
959,SMART Modular,3.7,"['CA', 'CA']","Bloomfield Hills, MI",501 to 1000 employees, $25 to $50 million (USD) per year,0,0,2.3
960,NYTimes.com,3.7,United States,NA,NA,NA,NA,NA,NA
961,Hypercom,3.6,United States,NA,NA,NA,NA,NA,3
962,Kontron,3.6,"['Canada', 'Canada', 'CA', 'CA']","Gaithersburg, MD",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,2.8
963,Hotels.com,3.6,"['TX', 'TX', 'MO']",NA,NA,NA,NA,NA, 3.2
964,Rick's Cabaret,3.6,United States,"Feltham, South West England, England (UK)",1001 to 5000 employees, $10 to $25 million (USD) per year,0,0,3
965,Polaroid,3.5,United States,"Newark, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,1
966,1&1 IONOS,3.5,"['PA', 'KS', 'PA']","Daytona Beach, FL",1001 to 5000 employees, $50 to $100 million (USD) per year,0,1,2.8
967,Dhansol Software Solutions,5.0,United States,NA,NA,NA,NA,NA,NA
968,U.S. Interactive,5.0,United States,"Scottsdale, AZ",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,NA
969,Networld Online,5.0,United States,"Augsburg, Bayern (Germany)",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,NA
970,My Tech US,5.0,United States,"Dallas, TX",Unknown, Unknown / Non-Applicable,0,1,NA
971,Softcom,5.0,United States,"Houston, TX",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,NA
972,TVS International,5.0,United States,"Minnetonka, MN",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,NA
973,Flow Science,5.0,United States,Montabaur (Germany),Unknown, Unknown / Non-Applicable,0,0,NA
974,iBusiness Solution,5.0,United States,NA,NA,NA,NA,NA,NA
975,Nexabyte Consulting Group,5.0,United States,"Sunnyvale, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,0,NA
976,Spiretech,5.0,United States,NA,NA,NA,NA,NA,NA
977,Noblesoft Technologies Inc.,5.0,United States,NA,NA,NA,NA,NA,NA
978,Inspiron,5.0,United States,"Marlborough, MA",1 to 50 employees, $1 to $5 million (USD) per year,0,0,NA
979,Rite Software Solutions & Services,5.0,United States,NA,NA,NA,NA,NA,NA
980,Tigera,5.0,"['CA', 'CA']",NA,NA,NA,NA,NA,NA
981,dv01,5.0,915 Broadway ,NA,NA,NA,NA,NA, 2.7
982,Cytracom,5.0,450 Century Parkway ,NA,NA,NA,NA,NA,2.7
983,Buoy Health,5.0,United States,NA,NA,NA,NA,NA,3
984,Cloud Theory,5.0,United States,NA,NA,NA,NA,NA,3
985,Koddi,5.0,"['MI', 'TX', 'TX', 'NY', 'CA', 'CA']",NA,NA,NA,NA,NA,2.9
986,Table XI,5.0,United States,"Irving, TX",1 to 50 employees, $1 to $5 million (USD) per year,0,0,3
987,CRM Science,5.0,"860 1st Ave, Suite 2 ",NA,NA,NA,NA,NA,3
988,Gladly,5.0,"['MA', 'CA']",NA,NA,NA,NA,NA,3
989,Network & Security Technologies,5.0,161 North Middletown Road ,NA,NA,NA,NA,NA,1
990,Gallery Systems,5.0,United States,NA,NA,NA,NA,NA,NA
991,ObjectVideo Labs,5.0,United States,"New York, NY",1 to 50 employees, Unknown / Non-Applicable,0,0,1.7
992,Saram Solutions,5.0,United States,"Allen, TX",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
993,Kourage,5.0,United States,"Boston, MA",1 to 50 employees, Less than $1 million (USD) per year,0,1,NA
994,XLsoft,5.0,United States,"New York, NY",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
995,Sav-On Software,5.0,United States,"Fort Worth, TX",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
996,TellApart,5.0,United States,"Chicago, IL",1 to 50 employees, $5 to $10 million (USD) per year,0,0,3.2
997,American Information Technology Solutions,5.0,United States,"King of Prussia, PA",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
998,OpenPages,5.0,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
999,Coventor,5.0,"['NC', 'NC', 'CA', 'MA']","Pearl River, NY",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.1
1000,Technisar,5.0,United States,NA,NA,NA,NA,NA,NA
1001,VamDam Technologies,5.0,United States,"Tysons, VA",1 to 50 employees, $10 to $25 million (USD) per year,0,0,NA
1002,eTechnosoft,5.0,United States,NA,NA,NA,NA,NA,NA
1003,Sapot Systems,5.0,United States,NA,NA,NA,NA,NA,NA
1004,Clovis Team,5.0,United States,NA,NA,NA,NA,NA,NA
1005,Sapid,5.0,United States,NA,NA,NA,NA,NA,NA
1006,infowaretech,5.0,United States,"San Francisco, CA",51 to 200 employees, $100 to $500 million (USD) per year,0,0,NA
1007,Nartal Systems,5.0,United States,"Rockville, MD",Unknown, Unknown / Non-Applicable per year,0,0,NA
1008,Xpert Technologies,5.0,United States,NA,NA,NA,NA,NA,NA
1009,MQR Technologies,5.0,United States,"Waltham, MA",51 to 200 employees, Unknown / Non-Applicable per year,0,0,NA
1010,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3.3
1011,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']","Raleigh, NC",51 to 200 employees, $5 to $10 million (USD) per year,0,1, 3.1
1012,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3
1013,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']",NA,NA,NA,NA,NA,3
1014,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3
1015,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']",NA,NA,NA,NA,NA,3
1016,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']",NA,NA,NA,NA,NA,2.8
1017,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']",NA,NA,NA,NA,NA,2.7
1018,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']",NA,NA,NA,NA,NA,2.6
1019,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,2.8
1020,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']",NA,NA,NA,NA,NA,3.3
